D_box,beta,patchiness,skew,kurt,hurs,tortuosity,phi,euler_number,phi_eff,hpid
2.024895264323503419e+00,4.991434935941501116e+00,nan,1.098791973568218783e+00,7.576410406145033249e-01,7.706173967333540542e-01,5.222378101590294946e-03,5.540000000000000480e-01,nan,5.539222222222222047e-01,nan
