D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.935268198107606530e+00,4.212774365328336934e+00,1.285500747384155443e-02,1.224824493563377636e+00,1.274454643956108413e+00,9.078112130756674780e-01,1.581478530995376885e-02,4.191222222222222293e-01,-5.200000000000000000e+01
