D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.944555367174461979e+00,4.630724465202550100e+00,1.367713004484304856e-02,1.082365534693872755e+00,8.149845169128386857e-01,8.938338653337589701e-01,1.491152868244338507e-02,4.464111111111110919e-01,-5.000000000000000000e+01
