D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.958626282042343014e+00,4.928775142462044734e+00,nan,9.425195839497471084e-01,4.372445732594365531e-01,9.186039796409597447e-01,1.378891531230046034e-02,4.954222222222222083e-01,-4.900000000000000000e+01
