pp_mode,init_eq,tau_p_a,tau_p_b,kappa,GAB,GBA,sigmaA,k1_huang,k2_huang,kd_huang,alpha_meq,cs_a,cs_b,cs_R,cs_G,huang_W,huang_init_mode,Gx,Gy,drive_mode,ENABLE_CKPT,OUTPUT_EVERY,case_name,cs_T,huang_rho_g,huang_rho_l,app
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,3.0,3,5e-09,0.0,1,False,5000,poiseuille_Tr0.70,0.0660275,0.3581443948747237,0.3581443948747237,/home/server/projects/lbm_twoflow/complex-porous-media/worktrees/huang_mrt_2d/lbm_mrt/solver/mcmp_huang_300x200
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,3.0,3,5e-09,0.0,1,False,5000,poiseuille_Tr0.90,0.08489250000000001,0.2481079779474363,0.2481079779474363,/home/server/projects/lbm_twoflow/complex-porous-media/worktrees/huang_mrt_2d/lbm_mrt/solver/mcmp_huang_300x200
