case_name,geom_file,Gx,tau_huang,thetaA_quartz_deg,thetaA_hydrate_deg,OUTPUT_EVERY,file_dir,hs_case_tag,hs_mode,hs_target_Sh
cgan_00034_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00034/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00034_Gx1e-05,cgan_00034,cgan,-1.0
cgan_00034_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00034/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00034_Gx5e-05,cgan_00034,cgan,-1.0
cgan_00035_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00035/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00035_Gx1e-05,cgan_00035,cgan,-1.0
cgan_00035_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00035/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00035_Gx5e-05,cgan_00035,cgan,-1.0
cgan_00036_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00036/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00036_Gx1e-05,cgan_00036,cgan,-1.0
cgan_00036_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00036/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00036_Gx5e-05,cgan_00036,cgan,-1.0
cgan_00037_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00037/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00037_Gx1e-05,cgan_00037,cgan,-1.0
cgan_00037_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00037/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00037_Gx5e-05,cgan_00037,cgan,-1.0
cgan_00038_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00038/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00038_Gx1e-05,cgan_00038,cgan,-1.0
cgan_00038_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00038/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00038_Gx5e-05,cgan_00038,cgan,-1.0
cgan_00039_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00039/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00039_Gx1e-05,cgan_00039,cgan,-1.0
cgan_00039_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00039/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00039_Gx5e-05,cgan_00039,cgan,-1.0
cgan_00040_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00040/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00040_Gx1e-05,cgan_00040,cgan,-1.0
cgan_00040_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00040/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00040_Gx5e-05,cgan_00040,cgan,-1.0
cgan_00041_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00041/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00041_Gx1e-05,cgan_00041,cgan,-1.0
cgan_00041_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00041/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00041_Gx5e-05,cgan_00041,cgan,-1.0
cgan_00042_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00042/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00042_Gx1e-05,cgan_00042,cgan,-1.0
cgan_00042_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00042/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00042_Gx5e-05,cgan_00042,cgan,-1.0
cgan_00043_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00043/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00043_Gx1e-05,cgan_00043,cgan,-1.0
cgan_00043_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00043/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00043_Gx5e-05,cgan_00043,cgan,-1.0
cgan_00044_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00044/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00044_Gx1e-05,cgan_00044,cgan,-1.0
cgan_00044_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00044/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00044_Gx5e-05,cgan_00044,cgan,-1.0
cgan_00045_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00045/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00045_Gx1e-05,cgan_00045,cgan,-1.0
cgan_00045_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00045/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00045_Gx5e-05,cgan_00045,cgan,-1.0
cgan_00046_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00046/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00046_Gx1e-05,cgan_00046,cgan,-1.0
cgan_00046_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00046/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00046_Gx5e-05,cgan_00046,cgan,-1.0
cgan_00047_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00047/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00047_Gx1e-05,cgan_00047,cgan,-1.0
cgan_00047_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00047/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00047_Gx5e-05,cgan_00047,cgan,-1.0
cgan_00048_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00048/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00048_Gx1e-05,cgan_00048,cgan,-1.0
cgan_00048_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00048/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00048_Gx5e-05,cgan_00048,cgan,-1.0
cgan_00049_Gx1e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00049/geometry_case.plt,1.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00049_Gx1e-05,cgan_00049,cgan,-1.0
cgan_00049_Gx5e-05,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/data/cases/hydrate_ct_cgan_lbm_match_optimized/cgan_00049/geometry_case.plt,5.00000000e-05,1.5,30,30,5000,/home/server/projects/lbm_twoflow/complex-porous-media/hydrate_structure/results/20260526/cgan_00049_Gx5e-05,cgan_00049,cgan,-1.0
