D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.855515806325119144e+00,4.888239030002926810e+00,4.498054474708171324e-02,9.979119960476969808e-01,5.980277908925768493e-01,9.502544700768789099e-01,4.310274409649777344e-02,3.328333333333333144e-01,-1.000000000000000000e+01
