time,mode,gra,threshold,Sh,max_diameter
2025-12-14 22:37:51,gc,120,200,0.000000,23
2025-12-14 22:37:51,gc,120,200,0.100000,22
2025-12-14 22:37:51,gc,120,200,0.150000,22
