D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
0.000000000000000000e+00,nan,3.789546876810754444e-02,1.025206599204016245e+00,6.439135299146907521e-01,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00
