D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.938317368496999427e+00,5.284781165139704306e+00,2.383015597920277139e-03,8.479673665211251432e-01,1.100052051551188015e-01,8.821340831548943884e-01,1.742932725175825454e-02,4.436999999999999833e-01,-5.100000000000000000e+01
