D_box,beta,patchiness,skew,kurt,hurs,tortuosity,phi,euler_number,phi_eff,hpid
2.008286706814191191e+00,4.978792230055245405e+00,3.457785320322442901e-02,1.114627464484359232e+00,7.952729807265241924e-01,8.095153756601588535e-01,6.613242473841006441e-03,5.570444444444444532e-01,nan,5.013444444444444814e-01,5.313958421722527747e-01
