pp_mode,init_eq,tau_p_a,tau_p_b,kappa,GAB,GBA,sigmaA,k2_huang,kd_huang,alpha_meq,cs_a,cs_b,cs_R,cs_G,huang_R0,huang_xc,huang_yc,huang_W,huang_init_mode,Gx,Gy,drive_mode,ENABLE_CKPT,OUTPUT_EVERY,case_name,cs_T,epsilon_huang,huang_rho_g,huang_rho_l
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-0.0000,0.7,-0.0,0.009291723045748643,0.3581443948747237
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-0.2000,0.7,-0.2,0.009291723045748643,0.3581443948747237
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-0.4000,0.7,-0.4,0.009291723045748643,0.3581443948747237
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-0.6000,0.7,-0.6,0.009291723045748643,0.3581443948747237
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-0.8000,0.7,-0.8,0.009291723045748643,0.3581443948747237
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-1.0000,0.7,-1.0,0.009291723045748643,0.3581443948747237
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,40.0,128.0,128.0,3.0,1,0.0,0.0,1,False,5000,decoupling_Tr0.70_eps-1.2000,0.7,-1.2,0.009291723045748643,0.3581443948747237
