pp_mode,init_eq,tau_p_a,tau_p_b,kappa,GAB,GBA,sigmaA,k1_huang,k2_huang,kd_huang,alpha_meq,cs_a,cs_b,cs_R,cs_G,huang_W,huang_init_mode,Gx,Gy,drive_mode,ENABLE_CKPT,OUTPUT_EVERY,case_name,cs_T,huang_rho_g,huang_rho_l,app
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,3.0,3,3.2989621671242416e-07,0.0,1,False,5000,mesh_NY100,0.0660275,0.3581443948747237,0.3581443948747237,/home/server/projects/lbm_twoflow/complex-porous-media/worktrees/huang_mrt_2d/lbm_mrt/solver/mcmp_huang_100
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,3.0,3,4e-08,0.0,1,False,5000,mesh_NY200,0.0660275,0.3581443948747237,0.3581443948747237,/home/server/projects/lbm_twoflow/complex-porous-media/worktrees/huang_mrt_2d/lbm_mrt/solver/mcmp_huang_200
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,3.0,3,4.925001259422031e-09,0.0,1,False,5000,mesh_NY400,0.0660275,0.3581443948747237,0.3581443948747237,/home/server/projects/lbm_twoflow/complex-porous-media/worktrees/huang_mrt_2d/lbm_mrt/solver/mcmp_huang_400
1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.08333333333333333,1.0,1.0,4.0,1.0,-1.0,3.0,3,6.11007988057656e-10,0.0,1,False,5000,mesh_NY800,0.0660275,0.3581443948747237,0.3581443948747237,/home/server/projects/lbm_twoflow/complex-porous-media/worktrees/huang_mrt_2d/lbm_mrt/solver/mcmp_huang_800
