D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.917061710634716754e+00,5.322124336598173855e+00,3.211161554645111226e-03,9.606350621994246275e-01,6.724930083781304191e-01,8.671458555910849242e-01,2.021760887635233248e-02,3.919666666666666854e-01,-5.700000000000000000e+01
