time,mode,gra,threshold,Sh,max_diameter
2025-12-14 22:37:10,pf,120,200,0.000000,23
2025-12-14 22:37:10,pf,120,200,0.100000,17
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
2025-12-14 22:37:10,pf,120,200,0.200000,13
