D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.928345997656231159e+00,5.161137403691043346e+00,2.774127609870054127e-03,8.847051745484827423e-01,2.608570573482702493e-01,8.745453140087021682e-01,1.890693682215476706e-02,4.183555555555555361e-01,-5.300000000000000000e+01
