D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.871662282060384541e+00,4.992488874491393780e+00,9.058295964125560873e-02,9.490555129088940056e-01,3.910216671554387347e-01,9.469344022737744559e-01,3.823799905493112383e-02,3.588444444444444659e-01,-7.000000000000000000e+00
