D_box,beta,patchiness,skew,kurt,hurs,tortuosity,porosity,euler_number
1.918685947064480812e+00,4.500150749823151664e+00,1.266816143497757896e-02,1.125245922358481199e+00,8.797326918517911487e-01,9.225252748157413141e-01,1.680064929655794917e-02,3.821999999999999842e-01,-4.800000000000000000e+01
